ACCESSION_NUMBER	BORROWER_ID	NAME	LEI	AGGREGATE_VALUE
0000035402-25-001403	911501	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	12586041
0001410368-25-019349	912557	CIBC WORLD MARKETS INC.	549300TDJKVQJ41VN031	109828.51
0001410368-25-019349	912559	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	1011798.24
0002071691-25-006501	917256	CLEAR STREET LLC	549300KNQS43Y7TO3X67	5362132.23
0002071691-25-006501	917259	BMO Capital Markets Corp	RUC0QBLBRPRCU4W1NE59	3631375.46
0002071691-25-006501	917262	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	13765135.41
0002071691-25-006501	917266	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	728206.71
0001410368-25-017888	909237	UBS AG	BFM8T61CT2L1QCEMIK50	31839.84608
0001410368-25-017888	909238	NOMURA SECURITIES INTERNATIONAL INC.	OXTKY6Q8X53C9ILVV871	6055507.88524
0001410368-25-017888	909251	Jefferies LLC	58PU97L1C0WSRCWADL48	7146706.75489
0001410368-25-017888	909258	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	109445625.30344
0000777535-25-000037	922096	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	9919671.59
0000777535-25-000037	922105	MORGAN STANLEY & CO. INTERNATIONAL PLC.	4PQUHN3JPFGFNF3BB653	4326947.85
0001410368-25-031937	923535	RBC Capital Markets, LLC	549300LCO2FLSSVFFR64	798392
0001410368-25-031937	923541	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	14450.72
0001410368-25-031937	923551	BofA Securities, Inc.	549300HN4UKV1E2R3U73	281466016.25
0001410368-25-031937	923558	UBS AG	BFM8T61CT2L1QCEMIK50	50993968.23
0001410368-25-031937	923561	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	83827238.34
0001193125-25-251548	909558	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	4292831
0001193125-25-251548	909559	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	13909880.74
0001410368-25-017267	908397	NATIONAL FINANCIAL SERVICE LLC	549300JRHF1MHHWUAW04	24890210
0002071691-25-007618	925719	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	71775640.3873
0002071691-25-007618	925720	MIZUHO SECURITIES USA INC.	7TK5RJIZDFROZCA6XF66	1062098.38
0002071691-25-007618	925739	DEUTSCHE BANK SECURITIES INC	9J6MBOOO7BECTDTUZW19	10010.52
0002071691-25-007618	925741	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	78299768.54
0002071691-25-007618	925743	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	29899424.016726
0000035402-25-001381	911472	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	7721810.95
0000035402-25-001381	911476	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	1233102.68
0002071691-25-007652	925963	UBS AG	BFM8T61CT2L1QCEMIK50	177163286.4032
0002071691-25-007652	925964	NOMURA SECURITIES INTERNATIONAL INC.	OXTKY6Q8X53C9ILVV871	2593970.5
0002071691-25-007652	925981	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	749381568.68
0002071691-25-007652	925987	ING FINANCIAL MARKETS LLC	KBVRJ5K57JZ3E2AVWX40	96010.65
0002071691-25-007646	926049	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	962500.38
0002071691-25-007646	926055	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	538117.9
0002071691-25-007646	926059	RBC Capital Markets LLC	549300LCO2FLSSVFFR64	1364224
0002071691-25-007646	926062	National Financial Services LLC	549300JRHF1MHHWUAW04	44618169.29
0002071691-25-007646	926063	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	47984692.28
0002071691-25-007646	926072	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	156228161.35
0002071691-25-007646	926073	BofA Securities, Inc.	549300HN4UKV1E2R3U73	241160241.24
0000036405-25-000241	918231	BofA Securities Inc	549300HN4UKV1E2R3U73	358530
0000035402-25-001373	911431	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	122568019.17
0000035402-25-001373	911433	JEFFERIES LLC	58PU97L1C0WSRCWADL48	6461343
0000035402-25-001373	911436	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	33216084.44
0001193125-25-293282	917089	J.P. MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	909432
0001193125-25-293324	917173	NATIONAL FINANCIAL SERVICES LLC	549300JRHF1MHHWUAW04	2951164.429
0001193125-25-293324	917174	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	385139077.48
0001193125-25-293324	917187	Natixis S.A.	KX1WK48MPD4Y2NCUIZ63	130413814.420488
0001193125-25-293324	917196	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	17380275.2924
0001193125-25-293324	917197	WELLS FARGO SECURITIES, LLC	VYVVCKR63DVZZN70PB21	32622429.56
0000052848-25-000265	910929	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	8236063
0000052848-25-000265	910936	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	22126805
0000052848-25-000265	910942	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	75115830
0000052848-25-000265	910946	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	1108002
0001021882-25-000198	911042	Barclays Capital Inc	AC28XWWI3WIBK2824319	1814078
0001193125-25-251567	909579	NATIONAL FINANCIAL SERVICE LLC	549300JRHF1MHHWUAW04	22577366.42
0001193125-25-251567	909582	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	16089622.8
0000923202-25-000082	918216	Jefferies LLC	58PU97L1C0WSRCWADL48	90913293.74
0000923202-25-000082	918224	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	99488973.34
0000036405-25-000235	918256	RBC Capital Markets LLC	549300LCO2FLSSVFFR64	25100006.63
0000036405-25-000235	918234	BMO Capital Markets Corp.	RUC0QBLBRPRCU4W1NE59	9739908.03
0000036405-25-000235	918243	Clear Street LLC	549300KNQS43Y7TO3X67	12105088.39
0000036405-25-000235	918247	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	342557755.8
0000036405-25-000235	918248	Jefferies LLC	58PU97L1C0WSRCWADL48	108908263.4
0000036405-25-000242	918268	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	56669167
0000036405-25-000242	918274	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	91175837.58
0000036405-25-000242	918287	RBC Dominion Securities Inc	549300QJJX6CVVUXLE15	27382304.82
0000036405-25-000242	918293	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	112562078.6
0000036405-25-000242	918294	Velocity Clearing LLC	984500T997U2DFD6C761	1365890
0001004726-25-002043	918560	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	29804890.99
0001004726-25-002043	918572	UBS AG	BFM8T61CT2L1QCEMIK50	8529241.19
0001004726-25-002043	918573	BofA Securities, Inc.	549300HN4UKV1E2R3U73	157220385.83
0001004726-25-002043	918580	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	6942998.41
0000889519-25-000042	918434	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	12483943.71
0000889519-25-000042	918440	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	5629417.61
0000889519-25-000042	918442	RBC Capital Markets LLC	549300LCO2FLSSVFFR64	225019
0001193125-25-293319	917135	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	48723150.70364
0001193125-25-293319	917140	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	172500988.079226
0002071691-25-006423	917155	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	4316013.68
0002071691-25-006423	917158	National Financial Services LLC	549300JRHF1MHHWUAW04	8292162.87
0001004726-25-002038	918398	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	50524802.48
0001004726-25-002038	918399	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	56175125.74
0001410368-25-017278	908460	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	528570
0001410368-25-017278	908462	NATIONAL FINANCIAL SERVICE LLC	549300JRHF1MHHWUAW04	1159989
0000035402-25-002218	919108	CF SECURED LLC	254900OXTV81I73FAT50	97964253.75
0001410368-25-017270	908420	Barclays Capital Inc.	AC28XWWI3WIBK2824319	6848162
0000940400-25-010642	920236	TD Prime Services LLC	549300ZBQI1JB1844X09	33526447.4
0000940400-25-010642	920238	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	723182368.17
0000940400-25-010642	920239	CITADEL CLEARING LLC	5493001I7IJ4CW6Q9N27	3318766
0000940400-25-010642	920244	Jefferies LLC	58PU97L1C0WSRCWADL48	62164408.1
0000940400-25-010642	920254	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	60868346.72
0000940400-25-010642	920260	RBC Capital Markets LLC	549300LCO2FLSSVFFR64	9545280.68
0000940400-25-010642	920261	Scotia Capital Inc	5493009NLZXZGJDOPC94	22915487.385
0000940400-25-010642	920262	UBS AG	BFM8T61CT2L1QCEMIK50	127541115.56
0000035402-25-002272	920531	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	26964079
0000035402-25-002272	920535	JEFFERIES LLC	58PU97L1C0WSRCWADL48	6693079
0000035402-25-002272	920539	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	4750917
0001099263-25-003622	920544	BMO CAPITAL MARKETS CORP.	RUC0QBLBRPRCU4W1NE59	268430
0000035402-25-001446	911689	CANADIAN IMPRL BK COMM NY BRH	549300H8L46OOZOFHU82	7688640.74
0000035402-25-001446	911694	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	1168243.28
0000940400-25-010641	920578	Jefferies LLC	58PU97L1C0WSRCWADL48	610159
0000052848-25-000264	910900	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	6933604
0000777535-25-000040	923870	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	68499242.13
0002071691-25-007634	925752	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	2782860
0002071691-25-007634	925764	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	158972997.58
0002071691-25-007667	926171	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	43383283.9
0000035402-25-001386	911450	JEFFERIES LLC	58PU97L1C0WSRCWADL48	52480174.45
0000035402-25-001386	911458	MIZUHO SECURITIES USA LLC.	7TK5RJIZDFROZCA6XF66	77.14
0000035402-25-001441	911643	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	49802066.28
0000035402-25-001441	911648	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	96548580.73
0000035402-25-001441	911650	SG AMERICAS SECURITIES LLC	549300F35UE0BOM1WJ55	1692933
0000035402-25-001441	911655	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	100635244.78
0000035402-25-001440	911683	NATIONAL FINANCIAL SERVICES, LLC	549300JRHF1MHHWUAW04	601478.67
0001410368-25-032289	925549	UBS AG	BFM8T61CT2L1QCEMIK50	2016106.8
0001410368-25-032289	925552	National Financial Services LLC	549300JRHF1MHHWUAW04	23804436.35
0001410368-25-032289	925558	Goldman Sachs International	W22LROWP2IHZNBB6K528	5779392.64
0000035402-25-001477	911827	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	15499282.36
0000035402-25-001485	911891	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	22457819
0000035402-25-001485	911893	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	238465461.88
0002071691-25-007832	927268	BARCLAYS CAPITAL, INC.	AC28XWWI3WIBK2824319	1769114.18
0001410368-25-032903	928901	J.P. MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	9083206.86
0001410368-25-032903	928904	BNP PARIBAS PB INTL LTD	549300KUN9K9K32C6D97	14028466.49999999
0001004726-25-003417	937561	NATIONAL FINANCIAL SERVICE LLC	549300JRHF1MHHWUAW04	376680083.829998
0001004726-25-003417	937592	CLEAR STREET LLC	549300KNQS43Y7TO3X67	6784614.35999999
0000035402-25-003013	935691	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	113410805.69
0000035402-25-003013	935692	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	72138314.05
0000857489-25-000147	933867	National Financial Services LLC	549300JRHF1MHHWUAW04	526473
0000857489-25-000147	933875	HSBC Bank PLC	MP6I5ZYZBEU3UXPYFY54	3155905.29
0000857489-25-000147	933877	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	8163478.97
0000857489-25-000147	933888	Macquarie Bank Ltd	4ZHCHI4KYZG2WVRT8631	9545110.31
0001410368-25-040405	930564	TD Securities LLC	SUVUFHICNZMP2WKHG940	17378200
0001410368-25-040419	930655	BMO Nesbitt Burns	M3LKFDNSJGJ7TMLH6Z15	25999695.05
0001410368-25-040419	930664	Clear Street LLC	549300KNQS43Y7TO3X67	23837864
0001410368-25-040425	930741	BNP Paribas Prime Brokerage International Ltd	549300KUN9K9K32C6D97	46549985.1
0001410368-25-040425	930742	BNP Paribas Prime Brokerage International, Limited	549300KUN9K9K32C6D97	1773.2
0001410368-25-040425	930752	Goldman NY Enhanced GC 2	FOR8UP27PHTHYVLBNG30	151213058.29
0001410368-25-040425	930754	Goldman Sachs International	W22LROWP2IHZNBB6K528	16891077.35
0001410368-25-040425	930759	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	4052160
0001410368-25-040424	930696	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	130716469.93999983
0001410368-25-040424	930716	THE BANK OF NOVA SCOTIA HOU	L3I9ZG2KFGXZ61BMYR72	4080301.34999999
0001410368-25-040430	930797	BARCLAYS CAPITAL INC	AC28XWWI3WIBK2824319	103204254.56999999
0001410368-25-040430	930799	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	6259811.37
0001410368-25-040430	930808	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	168367497.02999985
0001410368-25-040430	930812	J.P. MORGAN SECURITIES PLC	K6Q0W1PS1L1O4IQL9C32	468979577.8
0001410368-25-040430	930817	MORGAN STANLEY & CO. INTL PLC	4PQUHN3JPFGFNF3BB653	409165851.6599941
0001410368-25-040430	930820	NOMURA INTERNATIONAL PLC	DGQCSV2PHVF7I2743539	25772276.01999997
0001410368-25-040430	930821	NOMURA SECURITIES INTL INC	OXTKY6Q8X53C9ILVV871	1468264.32999999
0001193125-25-301782	928147	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	4757674
0001193125-25-301782	928148	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	302605
0001193125-25-301782	928149	J.P. MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	26624
0001410368-25-039936	929866	BMO Capital Markets Corp.	RUC0QBLBRPRCU4W1NE59	50684419.45
0001193125-25-334202	938486	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	13453587
0001193125-25-334202	938490	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	63520149.6
0002071691-25-007741	926812	BMO NESBITT BURNS INC	M3LKFDNSJGJ7TMLH6Z15	2163792
0000035402-25-002946	935198	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	9394
0001193125-25-334203	938503	SG AMERICAS SECURITIES, LLC	549300F35UE0BOM1WJ55	740943
0001193125-25-334203	938508	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	58989672.051584
0001193125-25-334203	938511	J.P. MORGAN SECURITIES PLC	K6Q0W1PS1L1O4IQL9C32	10238527.948759
0001410368-25-043395	938972	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	1662394
0001410368-25-043395	938987	SG AMERICAS SECURITIES LLC	549300F35UE0BOM1WJ55	4957913.009273
0001410368-25-043395	938991	VIRTU AMERICAS, LLC	549300RA02N3BNSWBV74	317776
0000857489-25-000151	933997	Morgan Stanley & Co International PLC	4PQUHN3JPFGFNF3BB653	100609384.6
0001410368-25-042012	933153	BNP Paribas Securities Corp	RCNB6OTYUAMMP879YW96	3315606.66
0001410368-25-042012	933156	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	1075743.42
0001410368-25-042012	933157	H.S.B.C.  BANK PLC	MP6I5ZYZBEU3UXPYFY54	2853091.64
0001410368-25-042012	933152	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	4904960.99
0000035402-25-003052	935812	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	438185191.61
0000035402-25-003052	935813	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	156337921.8
0000857489-25-000149	933935	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	243639547.5
0000857489-25-000149	933936	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	20843251.6
0000857489-25-000149	933937	JP Morgan Securities PLC	K6Q0W1PS1L1O4IQL9C32	686104428.7
0000857489-25-000149	933938	Morgan Stanley & Co International PLC	4PQUHN3JPFGFNF3BB653	650577511.6
0000857489-25-000149	933942	BofA Securities Inc	549300HN4UKV1E2R3U73	60262774.71
0001410368-25-043387	938833	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	82479440.45321
0001410368-25-043387	938835	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	245305623.2033855
0001410368-25-043387	938838	CITADEL CLEARING LLC	5493001I7IJ4CW6Q9N27	50546766.56465
0001410368-25-043387	938845	NOMURA SECURITIES INTERNATIONAL INC.	OXTKY6Q8X53C9ILVV871	33823199.03836
0001410368-25-043387	938848	RBC Capital Markets LLC	549300LCO2FLSSVFFR64	423873198.3286204
0001410368-25-043387	938855	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	19724193.329992
0001410368-25-043387	938856	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	16373213.3462
0001410368-25-043382	939058	Jefferies LLC	58PU97L1C0WSRCWADL48	104156
0000736054-25-000149	933972	JP Morgan Securities PLC	K6Q0W1PS1L1O4IQL9C32	1172730661
0000736054-25-000149	933985	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	46694701.07
0001084380-25-000533	940820	GOLDMAN SACHS INTERNATIONAL	W22LROWP2IHZNBB6K528	9025119.95
0001084380-25-000533	940826	JP MORGAN SECURITIES PLC	K6Q0W1PS1L1O4IQL9C32	14970910.69
0001084380-25-000533	940831	UBS AG	BFM8T61CT2L1QCEMIK50	4137189.24
0001084380-25-000533	940834	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	21735608.45
0000035402-25-003068	935618	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	16663097.6
0000035402-25-003068	935619	NOMURA SECURITIES INTERNATIONAL INC	OXTKY6Q8X53C9ILVV871	28800
0000035402-25-003068	935623	UBS SECURITIES LLC.	T6FIZBDPKLYJKFCRVK44	921852
0001193125-25-334136	938484	HSBC SECURITIES, (USA) INC.	CYYGQCGNHMHPSMRL3R97	893843
0001209466-25-000763	941293	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	244888311.17
0001209466-25-000763	941300	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	180692575.2
0001209466-25-000763	941301	Natixis Securities America LLC	549300L8G1E7ZHVEOG75	29102796.08
0001209466-25-000763	941309	RBC Capital Markets, LLC	549300LCO2FLSSVFFR64	2454135
0001209466-25-000763	941311	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	192400712.26
0001004655-25-000255	934069	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	1190792
0001004655-25-000255	934070	BofA Securities Inc	549300HN4UKV1E2R3U73	1759780
0000940400-25-014474	934125	Barclays Capital Inc.	AC28XWWI3WIBK2824319	17813565.34
0000035402-25-002972	935212	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	57035696.5
0000035402-25-002972	935215	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	69665278.51
