ACCESSION_NUMBER	ASSET_CAT	INSTRUMENT_KIND	NET_REALIZED_GAIN_MON1	NET_UNREALIZED_AP_MON1	NET_REALIZED_GAIN_MON2	NET_UNREALIZED_AP_MON2	NET_REALIZED_GAIN_MON3	NET_UNREALIZED_AP_MON3
0001021882-25-000208	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0001021882-25-000208	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0001021882-25-000208	Commodity Contracts		0	0	0	0	0	0
0001021882-25-000208	Credit Contracts	Forward Category	0	0	0	0	0	0
0001021882-25-000208	Credit Contracts	Future Category	0	0	0	0	0	0
0001021882-25-000208	Credit Contracts	Option Category	0	0	0	0	0	0
0001021882-25-000208	Credit Contracts	Other Category	0	0	0	0	0	0
0001021882-25-000208	Credit Contracts	Swap Category	0	0	0	0	0	0
0001021882-25-000208	Credit Contracts	Swaption Category	0	0	0	0	0	0
0001021882-25-000208	Credit Contracts	Warrant Category	0	0	0	0	0	0
0001021882-25-000208	Credit Contracts		0	0	0	0	0	0
0001021882-25-000208	Equity Contracts	Forward Category	0	0	0	0	0	0
0001021882-25-000208	Equity Contracts	Future Category	0	0	0	0	0	0
0001021882-25-000208	Equity Contracts	Option Category	0	0	0	0	0	0
0001021882-25-000208	Equity Contracts	Other Category	0	0	0	0	0	0
0001021882-25-000208	Equity Contracts	Swap Category	0	0	0	0	0	0
0001021882-25-000208	Equity Contracts	Swaption Category	0	0	0	0	0	0
0001021882-25-000208	Equity Contracts	Warrant Category	0	0	0	0	0	0
0001021882-25-000208	Equity Contracts		0	0	0	0	0	0
0001021882-25-000208	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0001021882-25-000208	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0001021882-25-000208	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0001021882-25-000208	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0001021882-25-000208	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0001021882-25-000208	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0001021882-25-000208	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0001021882-25-000208	Foreign Exchange Contracts		0	0	0	0	0	0
0001021882-25-000208	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0001021882-25-000208	Interest Rate Contracts	Future Category	-135880.46	-722231.84	-139203.88	2322430.9	-1310408.06	-931034.98
0001021882-25-000208	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0001021882-25-000208	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0001021882-25-000208	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0001021882-25-000208	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0001021882-25-000208	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0001021882-25-000208	Interest Rate Contracts		-135880.46	-722231.84	-139203.88	2322430.9	-1310408.06	-931034.98
0001021882-25-000208	Other Contracts	Forward Category	0	0	0	0	0	0
0001021882-25-000208	Other Contracts	Future Category	0	0	0	0	0	0
0001021882-25-000208	Other Contracts	Option Category	0	0	0	0	0	0
0001021882-25-000208	Other Contracts	Other Category	0	0	0	0	0	0
0001021882-25-000208	Other Contracts	Swap Category	0	0	0	0	0	0
0001021882-25-000208	Other Contracts	Swaption Category	0	0	0	0	0	0
0001021882-25-000208	Other Contracts	Warrant Category	0	0	0	0	0	0
0001021882-25-000208	Other Contracts		0	0	0	0	0	0
0001067839-25-000007	Commodity Contracts	Forward Category	0	0	0	0	0	0
0001067839-25-000007	Commodity Contracts	Future Category	0	0	0	0	0	0
0001067839-25-000007	Commodity Contracts	Option Category	0	0	0	0	0	0
0001067839-25-000007	Commodity Contracts	Other Category	0	0	0	0	0	0
0001067839-25-000007	Commodity Contracts	Swap Category	0	0	0	0	0	0
0001067839-25-000007	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0001067839-25-000007	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0001067839-25-000007	Commodity Contracts		0	0	0	0	0	0
0001067839-25-000007	Credit Contracts	Forward Category	0	0	0	0	0	0
0001067839-25-000007	Credit Contracts	Future Category	0	0	0	0	0	0
0001067839-25-000007	Credit Contracts	Option Category	0	0	0	0	0	0
0001067839-25-000007	Credit Contracts	Other Category	0	0	0	0	0	0
0001067839-25-000007	Credit Contracts	Swap Category	0	0	0	0	0	0
0001067839-25-000007	Credit Contracts	Swaption Category	0	0	0	0	0	0
0001067839-25-000007	Credit Contracts	Warrant Category	0	0	0	0	0	0
0001067839-25-000007	Credit Contracts		0	0	0	0	0	0
0001067839-25-000007	Equity Contracts	Forward Category	0	0	0	0	0	0
0001067839-25-000007	Equity Contracts	Future Category	0	0	0	0	0	0
0001067839-25-000007	Equity Contracts	Option Category	0	0	0	0	0	0
0001067839-25-000007	Equity Contracts	Other Category	0	0	0	0	0	0
0001067839-25-000007	Equity Contracts	Swap Category	0	0	0	0	0	0
0001067839-25-000007	Equity Contracts	Swaption Category	0	0	0	0	0	0
0001067839-25-000007	Equity Contracts	Warrant Category	0	0	0	0	0	0
0001067839-25-000007	Equity Contracts		0	0	0	0	0	0
0001067839-25-000007	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0001067839-25-000007	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0001067839-25-000007	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0001067839-25-000007	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0001067839-25-000007	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0001067839-25-000007	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0001067839-25-000007	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0001067839-25-000007	Foreign Exchange Contracts		0	0	0	0	0	0
0001067839-25-000007	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0001067839-25-000007	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0001067839-25-000007	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0001067839-25-000007	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0001067839-25-000007	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0001067839-25-000007	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0001067839-25-000007	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0001067839-25-000007	Interest Rate Contracts		0	0	0	0	0	0
0001067839-25-000007	Other Contracts	Forward Category	0	0	0	0	0	0
0001067839-25-000007	Other Contracts	Future Category	0	0	0	0	0	0
0001067839-25-000007	Other Contracts	Option Category	0	0	0	0	0	0
0001067839-25-000007	Other Contracts	Other Category	0	0	0	0	0	0
0001067839-25-000007	Other Contracts	Swap Category	0	0	0	0	0	0
0001067839-25-000007	Other Contracts	Swaption Category	0	0	0	0	0	0
0001067839-25-000007	Other Contracts	Warrant Category	0	0	0	0	0	0
0001067839-25-000007	Other Contracts		0	0	0	0	0	0
0001084380-25-000525	Equity Contracts	Future Category	4108982.22	-5333675.91	15475560.61	1459388.57	41965.71	12169658.05
0001084380-25-000525	Equity Contracts	Warrant Category	1.49	0	0	0	111052.93	0
0001084380-25-000525	Equity Contracts		4108983.71	-5333675.91	15475560.61	1459388.57	153018.64	12169658.05
0001084380-25-000533	Equity Contracts	Future Category	10382.39	19284137.77	24384918.76	-15390708.21	969200.18	1985084.6
0001084380-25-000533	Equity Contracts		10382.39	19284137.77	24384918.76	-15390708.21	969200.18	1985084.6
0001099263-25-001808	Equity Contracts	Future Category	-31892021.83	-3172568.49	-5104866.53	-2155701.74	-1603679.37	-22523025.47
0001099263-25-001808	Equity Contracts		-31892021.83	-3172568.49	-5104866.53	-2155701.74	-1603679.37	-22523025.47
0001099263-25-003615	Equity Contracts	Option Category	575466.85	-7016713.48	-27482994.07	34308920.69	-17644655.76	-32566820.94
0001099263-25-003615	Equity Contracts		575466.85	-7016713.48	-27482994.07	34308920.69	-17644655.76	-32566820.94
0001099263-25-003622	Equity Contracts	Future Category	3798782.58	-2243950.11	2367746.13	64126.22	1586620.95	475936.04
0001099263-25-003622	Equity Contracts		3798782.58	-2243950.11	2367746.13	64126.22	1586620.95	475936.04
0001099263-25-003630	Equity Contracts	Future Category	0	0	11273969.06	0	0	0
0001099263-25-003630	Equity Contracts		0	0	11273969.06	0	0	0
0001099263-25-004413	Credit Contracts	Swap Category	30325.94	-259323.5	38171.22	6136082.08	-1618520.3	-6653176.35
0001099263-25-004413	Credit Contracts	Swaption Category	490077.5	-461798.81	0	0	0	0
0001099263-25-004413	Credit Contracts		520403.44	-721122.31	38171.22	6136082.08	-1618520.3	-6653176.35
0001099263-25-004413	Equity Contracts	Swap Category	-3784000	5056661.97	1168571.4	-2341118.99	-4161484.78	-361796.11
0001099263-25-004413	Equity Contracts		-3784000	5056661.97	1168571.4	-2341118.99	-4161484.78	-361796.11
0001099263-25-004413	Foreign Exchange Contracts	Forward Category	1968723.38	326866198.12	-2727086.8	-174123969.88	-3794087.75	25043680.59
0001099263-25-004413	Foreign Exchange Contracts	Option Category	533.47	7023440.07	0	-11305485.08	0	-2661231.34
0001099263-25-004413	Foreign Exchange Contracts		1969256.85	333889638.19	-2727086.8	-185429454.96	-3794087.75	22382449.25
0001099263-25-004413	Interest Rate Contracts	Future Category	-1561130.96	-114598394.03	145774094.53	757958.05	8376662.4	-12030725.88
0001099263-25-004413	Interest Rate Contracts	Option Category	3234177.38	531847.54	2334451.1	-877594.97	825300.97	548097.52
0001099263-25-004413	Interest Rate Contracts	Swap Category	-663.35	122032941.29	19440781.87	-77595853.99	7831059.56	-61480240.18
0001099263-25-004413	Interest Rate Contracts	Swaption Category	5631961.33	4626895.78	1441283.19	-108267.54	3620493.94	49834.72
0001099263-25-004413	Interest Rate Contracts		7304344.4	12593290.58	168990610.69	-77823758.45	20653516.87	-72913033.82
0001099263-25-004419	Credit Contracts	Swap Category	4100010.73	-1826359.33	2237599.43	-5287486.74	-2331999.09	79347.61
0001099263-25-004419	Credit Contracts		4100010.73	-1826359.33	2237599.43	-5287486.74	-2331999.09	79347.61
0001099263-25-004419	Foreign Exchange Contracts	Forward Category	-4615500.21	314485393.29	-6438984.35	-193715225.97	2219843.6	21331990.25
0001099263-25-004419	Foreign Exchange Contracts	Option Category	2391.75	3521185.43	1332093.12	-4267249.42	2348808.41	290213.92
0001099263-25-004419	Foreign Exchange Contracts	Swap Category	0	2308.39	0	586442.82	-5349962.55	432985.78
0001099263-25-004419	Foreign Exchange Contracts		-4613108.46	318008887.11	-5106891.23	-197396032.57	-781310.54	22055189.95
0001099263-25-004419	Interest Rate Contracts	Future Category	15202152.77	-20608076.37	23536572.65	-6123053.04	4815146.63	10260979.04
0001099263-25-004419	Interest Rate Contracts	Option Category	1048175.82	105700.48	188532.46	55495.49	445047.08	62333.24
0001099263-25-004419	Interest Rate Contracts	Swap Category	2537090.37	26426261.25	-6287183.45	-56127555.09	-47980435.75	-12686042.99
0001099263-25-004419	Interest Rate Contracts	Swaption Category	865056.48	155973.12	-1963668.87	3094473.35	2344015.72	-1485133.27
0001099263-25-004419	Interest Rate Contracts		19652475.44	6079858.48	15474252.79	-59100639.29	-40376226.32	-3847863.98
0001099263-25-004447	Credit Contracts	Swap Category	9849609.7	22716091.32	18107021.19	-25063732.7	-963450.87	2064112.06
0001099263-25-004447	Credit Contracts		9849609.7	22716091.32	18107021.19	-25063732.7	-963450.87	2064112.06
0001099263-25-004447	Foreign Exchange Contracts	Forward Category	44560971.47	51611558.92	8900372.48	-37759204.4	3828327.69	7044643.04
0001099263-25-004447	Foreign Exchange Contracts		44560971.47	51611558.92	8900372.48	-37759204.4	3828327.69	7044643.04
0001099263-25-004472	Credit Contracts	Swap Category	0	-16337.29	11235.75	-17366.97	15445.33	-7360.08
0001099263-25-004472	Credit Contracts		0	-16337.29	11235.75	-17366.97	15445.33	-7360.08
0001099263-25-004472	Foreign Exchange Contracts	Forward Category	0	10600527.77	0	-6659589.82	0	995449.81
0001099263-25-004472	Foreign Exchange Contracts		0	10600527.77	0	-6659589.82	0	995449.81
0001099263-25-004472	Interest Rate Contracts	Future Category	1496468.43	-15467027.74	21037083.14	2001999.4	10147044.53	-9425359.27
0001099263-25-004472	Interest Rate Contracts	Option Category	-1809953.75	-893078.34	-1015625.01	876822.29	-2663492.19	1642670.37
0001099263-25-004472	Interest Rate Contracts	Swap Category	0	19444549.06	-110882.21	-8440013.51	71473868.55	-84991055.01
0001099263-25-004472	Interest Rate Contracts	Swaption Category	1698312.58	-20718102.99	-1124965	-41189949.75	-6617986.6	5283711.43
0001099263-25-004472	Interest Rate Contracts		1384827.26	-17633660.01	18785610.92	-46751141.57	72339434.29	-87490032.48
0001099263-25-004476	Credit Contracts	Swap Category	2593954.08	6155370.9	1005195.93	15908404.01	28589276.66	-34762881.9
0001099263-25-004476	Credit Contracts	Swaption Category	300762.5	-283396.2	0	0	0	0
0001099263-25-004476	Credit Contracts		2894716.58	5871974.7	1005195.93	15908404.01	28589276.66	-34762881.9
0001099263-25-004476	Equity Contracts	Swap Category	-4981277.44	6395820.35	1473804.01	-3166250.15	-5683347.1	691715.93
0001099263-25-004476	Equity Contracts		-4981277.44	6395820.35	1473804.01	-3166250.15	-5683347.1	691715.93
0001099263-25-004476	Foreign Exchange Contracts	Forward Category	-10598.24	22110394.93	-31850.65	-16210250.05	1631838.6	3576127.45
0001099263-25-004476	Foreign Exchange Contracts		-10598.24	22110394.93	-31850.65	-16210250.05	1631838.6	3576127.45
0001099263-25-004476	Interest Rate Contracts	Future Category	5651838.73	-69012183.87	19908046.75	-3942723.14	-751702.2	78594644.42
0001099263-25-004476	Interest Rate Contracts	Option Category	1765889.69	420539.9	1397431.49	-528615.17	444358.98	79460.83
0001099263-25-004476	Interest Rate Contracts	Swap Category	-8143085.8	78198936.96	22549536.46	-83484054.48	1929987.94	-5068301.9
0001099263-25-004476	Interest Rate Contracts	Swaption Category	3467714.48	650734.85	1678755.12	-154263.62	2120310.56	25711.09
0001099263-25-004476	Interest Rate Contracts		2742357.1	10258027.84	45533769.82	-88109656.41	3742955.28	73631514.44
0001099263-25-004484	Credit Contracts	Swap Category	57759.46	578468.6	9468.27	1178848.23	-146025.3	-1716648.33
0001099263-25-004484	Credit Contracts	Swaption Category	382618.5	-360300.85	0	0	0	0
0001099263-25-004484	Credit Contracts		440377.96	218167.75	9468.27	1178848.23	-146025.3	-1716648.33
0001099263-25-004484	Equity Contracts	Warrant Category	-6211971.59	6256894.8	5091.17	-9132.15	0	-126.1
0001099263-25-004484	Equity Contracts		-6211971.59	6256894.8	5091.17	-9132.15	0	-126.1
0001099263-25-004484	Foreign Exchange Contracts	Forward Category	9200933.52	40493532.13	-505102.62	-17124949.47	10892499.44	3645087.31
0001099263-25-004484	Foreign Exchange Contracts	Option Category	-6844.25	2060644.35	133730.72	-3067902.44	-1128653.06	1137036.98
0001099263-25-004484	Foreign Exchange Contracts		9194089.27	42554176.48	-371371.9	-20192851.91	9763846.38	4782124.29
0001099263-25-004484	Interest Rate Contracts	Future Category	121011.47	-25488340.73	23000883.07	-3782360.41	7877242.04	-14733368.65
0001099263-25-004484	Interest Rate Contracts	Option Category	2869484.2	-1115872.93	937726.59	490089.79	0	67022.18
0001099263-25-004484	Interest Rate Contracts	Swap Category	0	52029477.72	18540197.51	-84368862.34	590516	-12701812.03
0001099263-25-004484	Interest Rate Contracts	Swaption Category	2653663.36	862254.67	1328903.22	764817.68	1003600	-2305856.49
0001099263-25-004484	Interest Rate Contracts		5644159.03	26287518.73	43807710.39	-86896315.28	9471358.04	-29674014.99
0001099263-25-004485	Credit Contracts	Swap Category	6970280.93	2046063.96	6149380.5	21415276.07	16874462.32	-35550173.72
0001099263-25-004485	Credit Contracts		6970280.93	2046063.96	6149380.5	21415276.07	16874462.32	-35550173.72
0001099263-25-004485	Equity Contracts	Warrant Category	-36271367.01	39372323.89	4749607.47	-8519237.52	0	-117572.02
0001099263-25-004485	Equity Contracts		-36271367.01	39372323.89	4749607.47	-8519237.52	0	-117572.02
0001099263-25-004485	Foreign Exchange Contracts	Forward Category	-8210846.17	1317723547.14	-25825328.07	-819570652.66	-6159642.69	348206190.13
0001099263-25-004485	Foreign Exchange Contracts	Option Category	-61346.38	42476536.03	-2909550.95	-59698272.21	-23950894.53	24009800.49
0001099263-25-004485	Foreign Exchange Contracts		-8272192.55	1360200083.17	-28734879.02	-879268924.87	-30110537.22	372215990.62
0001099263-25-004485	Interest Rate Contracts	Future Category	735373.54	-593742504.97	550648864.1	-45140521.88	95378315.27	-258625442.53
0001099263-25-004485	Interest Rate Contracts	Option Category	31329134.25	-14552068.14	7114262.75	7323561.52	679626.77	1114207.38
0001099263-25-004485	Interest Rate Contracts	Swap Category	-2569.71	455379478.43	199431407.31	-522833220.19	-32317552.36	4650940.28
0001099263-25-004485	Interest Rate Contracts	Swaption Category	21664330.92	8807326.61	10557313.6	8815683.03	7489127.58	-22703719.85
0001099263-25-004485	Interest Rate Contracts		53726269	-144107768.07	767751847.76	-551834497.52	71229517.26	-275564014.72
0001193125-25-251557	Credit Contracts	Swap Category	-295918.2	-718832.98	-305782.14	185824.87	-678885.71	455585.91
0001193125-25-251557	Credit Contracts		-295918.2	-718832.98	-305782.14	185824.87	-678885.71	455585.91
0001193125-25-251557	Interest Rate Contracts	Future Category	2319187.7	58272794.6	2691530.83	-89547709.98	70333463.42	42356523.02
0001193125-25-251557	Interest Rate Contracts	Option Category	-12038.95		1341.96			
0001193125-25-251557	Interest Rate Contracts	Swap Category	815501.55	-5201963.69	243672.08	5280353.39	95894.02	-2561499.3
0001193125-25-251557	Interest Rate Contracts		3122650.3	53070830.91	2936544.87	-84267356.59	70429357.44	39795023.72
0001193125-25-293287	Credit Contracts	Swap Category	-19513241.91	12820672.86	-30202819.69	13736768.66	-28019991.96	-25290265.82
0001193125-25-293287	Credit Contracts		-19513241.91	12820672.86	-30202819.69	13736768.66	-28019991.96	-25290265.82
0001193125-25-293287	Foreign Exchange Contracts	Forward Category	1824519.14	18415040.45	-23518036.14	-8007922.33	-14987450.72	5268936.27
0001193125-25-293287	Foreign Exchange Contracts		1824519.14	18415040.45	-23518036.14	-8007922.33	-14987450.72	5268936.27
0001193125-25-293287	Interest Rate Contracts	Future Category	12702462.05	-64938377.9	24595189.87	73814498.47	-1758914.82	-23240446.26
0001193125-25-293287	Interest Rate Contracts	Option Category					-11584287.52	
0001193125-25-293287	Interest Rate Contracts	Swap Category	-3270303.3	-146884.69	-5920037.01	39959342.52	26256465.24	-40756247.69
0001193125-25-293287	Interest Rate Contracts		9432158.75	-65085262.59	18675152.86	113773840.99	12913262.9	-63996693.95
0001193125-25-293300	Credit Contracts	Swap Category	-2953896.79	1729544.62	-3296414.79	922086.59	-3627587.79	-8454721.19
0001193125-25-293300	Credit Contracts		-2953896.79	1729544.62	-3296414.79	922086.59	-3627587.79	-8454721.19
0001193125-25-293300	Foreign Exchange Contracts	Forward Category	-11009542.72	53243345.48	9710665.95	-34723900.69	-9327982.07	8451377.92
0001193125-25-293300	Foreign Exchange Contracts		-11009542.72	53243345.48	9710665.95	-34723900.69	-9327982.07	8451377.92
0001193125-25-293300	Interest Rate Contracts	Future Category	46352939.65	-262089101.63	235615022.21	-17140063.96	112742565.65	-32505756.27
0001193125-25-293300	Interest Rate Contracts	Swap Category	1841563.12	24105452.63	-5536608.57	-17572900.63	2224209.47	3471656.76
0001193125-25-293300	Interest Rate Contracts		48194502.77	-237983649	230078413.64	-34712964.59	114966775.12	-29034099.51
0001193125-25-293305	Credit Contracts	Swap Category	-3820122.7	2626915.72	-2939177.91	240756.32	-29178958.22	21507930.03
0001193125-25-293305	Credit Contracts		-3820122.7	2626915.72	-2939177.91	240756.32	-29178958.22	21507930.03
0001193125-25-293305	Foreign Exchange Contracts	Forward Category	-8506768.37	39762917.78	6530919.01	-25638362.94	-6006543.2	6988877.55
0001193125-25-293305	Foreign Exchange Contracts		-8506768.37	39762917.78	6530919.01	-25638362.94	-6006543.2	6988877.55
0001193125-25-293305	Interest Rate Contracts	Future Category	25838160.54	-197215603.61	189386204.72	-25292679.97	36157093.8	13370424.1
0001193125-25-293305	Interest Rate Contracts	Swap Category	1415741.06	-4312830.4	-1667495.99	27744930.54	1402163.68	-13116997.59
0001193125-25-293305	Interest Rate Contracts		27253901.6	-201528434.01	187718708.73	2452250.57	37559257.48	253426.51
0001193125-25-293559	Credit Contracts	Swap Category	-537729.8	435304.61	-163225.57	21383.5	-163254.28	-281106.04
0001193125-25-293559	Credit Contracts		-537729.8	435304.61	-163225.57	21383.5	-163254.28	-281106.04
0001193125-25-293559	Interest Rate Contracts	Future Category	-70183.24	-14596396.62	15900037.89	2475285.82	338415.75	-4270324.93
0001193125-25-293559	Interest Rate Contracts	Swap Category	27253.09					
0001193125-25-293559	Interest Rate Contracts		-42930.15	-14596396.62	15900037.89	2475285.82	338415.75	-4270324.93
0001193125-25-295368	Equity Contracts	Warrant Category		82847.39		581959.13		59810.61
0001193125-25-295368	Equity Contracts			82847.39		581959.13		59810.61
0001193125-25-295368	Foreign Exchange Contracts	Forward Category	-8520224.47	71150176.43	-8427421	-36574123.17	6360718.27	-4777377.9
0001193125-25-295368	Foreign Exchange Contracts		-8520224.47	71150176.43	-8427421	-36574123.17	6360718.27	-4777377.9
0001193125-25-295368	Interest Rate Contracts	Swap Category		-32964715.65		56121008.18		-5417613.33
0001193125-25-295368	Interest Rate Contracts			-32964715.65		56121008.18		-5417613.33
0001193125-25-296899	Interest Rate Contracts	Future Category	14161516.1	-101573090.05	72138798.79	-16748844.15	-959249.31	21656110.35
0001193125-25-296899	Interest Rate Contracts		14161516.1	-101573090.05	72138798.79	-16748844.15	-959249.31	21656110.35
0001193125-25-299121	Foreign Exchange Contracts	Forward Category	3048501.07	89243326.1	2535577.17	7254645.03	8914137.3	11644469.46
0001193125-25-299121	Foreign Exchange Contracts		3048501.07	89243326.1	2535577.17	7254645.03	8914137.3	11644469.46
0001193125-25-299124	Credit Contracts	Swap Category			31.82			
0001193125-25-299124	Credit Contracts				31.82			
0001193125-25-299124	Interest Rate Contracts	Future Category		-63977414.48	106440773.31	-69659295.3		66195500
0001193125-25-299124	Interest Rate Contracts			-63977414.48	106440773.31	-69659295.3		66195500
0001193125-25-301782	Interest Rate Contracts	Future Category	-3258947	-23992159	34390211	-12606717	6415031	5876670
0001193125-25-301782	Interest Rate Contracts		-3258947	-23992159	34390211	-12606717	6415031	5876670
0001193125-25-334136	Credit Contracts	Swap Category	240884.61	-133278.6	-1069053.01	892052.12	101887.69	-138389.98
0001193125-25-334136	Credit Contracts		240884.61	-133278.6	-1069053.01	892052.12	101887.69	-138389.98
0001193125-25-334136	Foreign Exchange Contracts	Forward Category	10627834.94	-84303380.83	-14913211.97	19444614.24	37122103.38	28479394.73
0001193125-25-334136	Foreign Exchange Contracts		10627834.94	-84303380.83	-14913211.97	19444614.24	37122103.38	28479394.73
0001193125-25-334136	Interest Rate Contracts	Future Category	302246.85	9006020.89	9817254.56	-848749.8	4932956.39	6415683.49
0001193125-25-334136	Interest Rate Contracts	Swap Category	-18400.13	-2455953.47	587299.19	1279927.26	1555708.49	101232.43
0001193125-25-334136	Interest Rate Contracts		283846.72	6550067.42	10404553.75	431177.46	6488664.88	6516915.92
0001193125-25-334200	Foreign Exchange Contracts	Forward Category	-786211.06	-656293.37	-1071459.77	-538522.26	195024.68	-269105.94
0001193125-25-334200	Foreign Exchange Contracts		-786211.06	-656293.37	-1071459.77	-538522.26	195024.68	-269105.94
0001193125-25-334200	Interest Rate Contracts	Future Category	457784.75	-210376.13	794091.25	-592961.68	-4605.81	-281998.43
0001193125-25-334200	Interest Rate Contracts		457784.75	-210376.13	794091.25	-592961.68	-4605.81	-281998.43
0001193125-25-334203	Credit Contracts	Swap Category	-712028.27	398540.4	-1007326.33	196911.35	-1617717.17	1442818.62
0001193125-25-334203	Credit Contracts		-712028.27	398540.4	-1007326.33	196911.35	-1617717.17	1442818.62
0001193125-25-334203	Foreign Exchange Contracts	Forward Category	139431.83	-1444753.76	-550069.66	462840.68	465358.99	240844.85
0001193125-25-334203	Foreign Exchange Contracts		139431.83	-1444753.76	-550069.66	462840.68	465358.99	240844.85
0001193125-25-334203	Interest Rate Contracts	Future Category	67980557.69	3168292.13	20423560.92	-15091200.68	-52331.87	-1709857.25
0001193125-25-334203	Interest Rate Contracts	Swap Category	669532.62	-6917498.77	613354.64	114341.66	588476.73	310422.65
0001193125-25-334203	Interest Rate Contracts		68650090.31	-3749206.64	21036915.56	-14976859.02	536144.86	-1399434.6
0001193125-25-334214	Credit Contracts	Swap Category	-2875519.24	2363190.37	-2556115.58	-1619866.7	-3772853.63	4142997.9
0001193125-25-334214	Credit Contracts		-2875519.24	2363190.37	-2556115.58	-1619866.7	-3772853.63	4142997.9
0001193125-25-334214	Interest Rate Contracts	Future Category	55740032.02	-5225839	27665827.19	-25609061.23	5153059.08	-1185761.1
0001193125-25-334214	Interest Rate Contracts	Swap Category	180442.08	-4498403.94	268267.93	3649705.93	806517.6	4391002.74
0001193125-25-334214	Interest Rate Contracts		55920474.1	-9724242.94	27934095.12	-21959355.3	5959576.68	3205241.64
0001193125-25-334932	Foreign Exchange Contracts	Forward Category		-511129.3	46554.5	164786.13		791625.05
0001193125-25-334932	Foreign Exchange Contracts			-511129.3	46554.5	164786.13		791625.05
0001209466-25-000763	Commodity Contracts	Forward Category	0	0	0	0	0	0
0001209466-25-000763	Commodity Contracts	Future Category	0	0	0	0	0	0
0001209466-25-000763	Commodity Contracts	Option Category	0	0	0	0	0	0
0001209466-25-000763	Commodity Contracts	Other Category	0	0	0	0	0	0
0001209466-25-000763	Commodity Contracts	Swap Category	0	0	0	0	0	0
0001209466-25-000763	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0001209466-25-000763	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0001209466-25-000763	Commodity Contracts		0	0	0	0	0	0
0001209466-25-000763	Credit Contracts	Forward Category	0	0	0	0	0	0
0001209466-25-000763	Credit Contracts	Future Category	0	0	0	0	0	0
0001209466-25-000763	Credit Contracts	Option Category	0	0	0	0	0	0
0001209466-25-000763	Credit Contracts	Other Category	0	0	0	0	0	0
0001209466-25-000763	Credit Contracts	Swap Category	0	0	0	0	0	0
0001209466-25-000763	Credit Contracts	Swaption Category	0	0	0	0	0	0
0001209466-25-000763	Credit Contracts	Warrant Category	0	0	0	0	0	0
0001209466-25-000763	Credit Contracts		0	0	0	0	0	0
0001209466-25-000763	Equity Contracts	Forward Category	0	0	0	0	0	0
0001209466-25-000763	Equity Contracts	Future Category	0	3243000	7850878.46	-6852870.8	0	-1927000
0001209466-25-000763	Equity Contracts	Option Category	0	0	0	0	0	0
0001209466-25-000763	Equity Contracts	Other Category	0	0	0	0	0	0
0001209466-25-000763	Equity Contracts	Swap Category	0	0	0	0	0	0
0001209466-25-000763	Equity Contracts	Swaption Category	0	0	0	0	0	0
0001209466-25-000763	Equity Contracts	Warrant Category	0	0	0	0	0	0
0001209466-25-000763	Equity Contracts		0	3243000	7850878.46	-6852870.8	0	-1927000
0001209466-25-000763	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0001209466-25-000763	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0001209466-25-000763	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0001209466-25-000763	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0001209466-25-000763	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0001209466-25-000763	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0001209466-25-000763	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
